Customer Name,Customer Segment,Customer State,Discount,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,Unit Price,Zip Code
Mary Zewe,Corporate,New Jersey,0.05,2016-03-29,25473,High,36,0.38,Technology,Jumbo Drum,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Office Machines,7434.48,East,3571,17304.85,2016-03-31,Delivery Truck,28.14,500.98,07024
John Murray,Small Business,New York,0.06,2016-03-29,32165,Not Specified,47,0.65,Technology,Small Box,Keytronic French Keyboard,Computer Peripherals,175.24,East,4522,3413.69,2016-03-31,Regular Air,14.52,73.98,11769
Mary Zewe,Corporate,New Jersey,0.08,2016-03-29,25473,High,20,0.36,Office Supplies,Small Box,Xerox 1893,Paper,67.61,East,3572,794.32,2016-04-01,Regular Air,17.48,40.99,07024
Barry Gonzalez,Consumer,Nebraska,0.07,2016-03-29,1447,High,40,0.59,Technology,Small Box,SC-3160,Telephones and Communication,239.4,Central,224,2135.9735,2016-04-01,Regular Air,8.99,65.99,69141
Becky Pak,Corporate,South Carolina,0.09,2016-03-29,56069,Low,10,0.38,Office Supplies,Small Box,Staples Standard Envelopes,Envelopes,8.82,South,7842,55.66,2016-04-03,Regular Air,1.39,5.68,29907
Arthur Prichep,Home Office,California,0.09,2016-03-30,21665,High,5,0.58,Technology,Small Box,DPC 650 Piper,Telephones and Communication,-407.264,West,3012,474.793,2016-03-31,Express Air,2.5,115.99,91188
Matt Connell,Corporate,Maryland,0.07,2016-03-30,25152,Critical,29,0.47,Office Supplies,Wrap Bag,SANFORD Major Accent™ Highlighters,Pens & Art Supplies,16.4,South,3532,195.21,2016-04-01,Regular Air,2.35,7.08,21022
Kelly Andreada,Home Office,Florida,0.03,2016-03-30,15715,Critical,43,0.37,Office Supplies,Small Box,Xerox 1938,Paper,1013.77,South,2181,2123.64,2016-04-02,Regular Air,5.86,47.9,32003
Muhammed Lee,Corporate,Texas,0.08,2016-03-31,14630,Low,17,0.59,Office Supplies,Small Pack,Boston 16801 Nautilus™ Battery Pencil Sharpener,Pens & Art Supplies,4.75,Central,2050,363.54,2016-03-31,Regular Air,5.53,22.01,78602
Clay Ludtke,Consumer,North Carolina,0,2016-03-31,36034,High,10,0.56,Office Supplies,Wrap Bag,Newell 326,Pens & Art Supplies,-1.02,South,5054,19.36,2016-04-02,Regular Air,0.7,1.76,28909
Jay Fine,Consumer,Florida,0.05,2016-03-31,56740,Low,6,0.37,Office Supplies,Small Box,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Binders and Binder Accessories,-6.8195,South,7941,34.29,2016-04-02,Regular Air,2.99,5.28,34997
Jay Fine,Consumer,Florida,0.09,2016-03-31,56740,Low,29,0.83,Office Supplies,Medium Box,Martin Yale Chadless Opener Electric Letter Opener,"Scissors, Rulers and Trimmers",1094.74,South,7942,23516.31,2016-04-04,Regular Air,24.49,832.81,34997
Patrick Ryan,Corporate,North Carolina,0.03,2016-03-31,26084,Low,33,0.37,Office Supplies,Small Box,Xerox 1959,Paper,-107,South,3648,228.82,2016-04-05,Express Air,7.3,6.68,28909
Khloe Miller,Consumer,Mass,0.01,2016-03-31,56740,Critical,33,0.43,Furniture,Wrap Bag,Flat Face Poster Frame,Office Furnishings,256.57,East,7943,662.21,2016-04-07,Regular Air,3.62,18.84,02054
Phillip Breyer,Corporate,Washington,0.04,2016-04-01,35713,Medium,49,0.38,Office Supplies,Small Box,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,590.0445,West,5009,1355.47,2016-04-01,Regular Air,1.49,28.53,98601
Ivan Gibson,Corporate,New Mexico,0.08,2016-04-01,51940,High,11,0.75,Technology,Small Pack,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Computer Peripherals,-55.94,West,7278,65.5,2016-04-02,Regular Air,4.38,5.98,88439
Karen Ferguson,Home Office,North Carolina,0.05,2016-04-01,34182,Critical,31,0.52,Furniture,Small Pack,Ultra Door Pull Handle,Office Furnishings,-89.9,South,4808,336.34,2016-04-03,Regular Air,7.94,10.52,27801
Liz Willingham,Corporate,North Carolina,0,2016-04-02,54721,Not Specified,19,0.6,Furniture,Jumbo Box,Hon 4-Shelf Metal Bookcases,Bookcases,151.09,South,7640,2002.4,2016-04-03,Delivery Truck,26.22,100.98,27010
Pauline Chand,Corporate,Connecticut,0.06,2016-04-02,8231,Critical,5,0.49,Furniture,Small Box,12-1/2 Diameter Round Wall Clock,Office Furnishings,-31.33,East,1125,110.03,2016-04-03,Regular Air,10.49,19.98,06439
Pauline Chand,Corporate,Connecticut,0.06,2016-04-02,8231,Critical,27,0.39,Office Supplies,Small Box,Avery 492,Labels,29.85,East,1126,79.44,2016-04-04,Regular Air,0.5,2.88,06439
Tom Boeckenhauer,Corporate,Connecticut,0.07,2016-04-02,30401,Medium,39,0.36,Office Supplies,Small Box,Xerox 193,Paper,-57.37,East,4271,239.4,2016-04-04,Regular Air,5.15,5.98,06439
Laurel Elliston,Home Office,Idaho,0.06,2016-04-02,48643,Medium,6,0.36,Office Supplies,Small Box,Avery 474,Labels,0.13,West,6834,18.05,2016-04-04,Regular Air,0.99,2.88,83810
Jack O'Briant,Small Business,New Jersey,0,2016-04-02,50055,Medium,1,0.37,Office Supplies,Small Box,3M Organizer Strips,Binders and Binder Accessories,-8.1995,East,7016,13.45,2016-04-04,Regular Air,7.78,5.4,08823
Jack O'Briant,Small Business,New Jersey,0.09,2016-04-02,50055,Medium,11,0.37,Office Supplies,Small Box,Xerox 1986,Paper,-18.77,East,7017,75.79,2016-04-04,Regular Air,4.91,6.68,08823
Ivan Liston,Consumer,Maryland,0.05,2016-04-02,33924,Not Specified,12,0.38,Technology,Jumbo Drum,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Office Machines,1542,South,4779,6168.07,2016-04-04,Delivery Truck,28.14,500.98,21230
Laurel Elliston,Home Office,Idaho,0.06,2016-04-02,48643,Medium,14,0.4,Technology,Jumbo Drum,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",Office Machines,2636.01,West,6833,9171.71,2016-04-04,Delivery Truck,55.3,808.49,83810
Laurel Elliston,Home Office,Idaho,0,2016-04-02,48643,Medium,50,0.6,Technology,Small Box,StarTAC Analog,Telephones and Communication,583.497,West,6835,2896.358,2016-04-04,Regular Air,8.99,65.99,83810
Yoseph Carroll,Consumer,New York,0.02,2016-04-02,12356,Critical,39,0.4,Office Supplies,Small Box,Xerox 1947,Paper,-70.85,East,1722,243.05,2016-04-05,Regular Air,5.35,5.98,14925
Erin Ashbrook,Consumer,Utah,0.06,2016-04-02,19782,Low,18,0.52,Office Supplies,Wrap Bag,Assorted Color Push Pins,Rubber Bands,-0.85,West,2742,33.21,2016-04-06,Regular Air,0.75,1.81,84121
Anthony Witt,Corporate,Utah,0.05,2016-04-02,55296,Low,32,0.39,Office Supplies,Wrap Bag,Riverleaf Stik-Withit® Designer Note Cubes®,Paper,105.47,West,7714,317.06,2016-04-06,Regular Air,2.06,10.06,84663
Liz Willingham,Home Office,North Carolina,0.1,2016-04-02,50308,Low,19,0.36,Office Supplies,Small Box,Avery 508,Labels,33.58,South,7049,86.48,2016-04-09,Regular Air,0.5,4.91,27010
Pauline Chand,Corporate,Connecticut,0.06,2016-04-03,19777,Not Specified,22,0.39,Office Supplies,Small Box,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders and Binder Accessories,-24.955,East,2739,321.91,2016-04-03,Regular Air,8.4,15.01,06439
John Murray,Small Business,New York,0.09,2016-04-03,27750,Low,18,0.38,Technology,Jumbo Drum,Canon PC940 Copier,Copiers and Fax,999.865,East,3887,7370.84,2016-04-03,Delivery Truck,49,449.99,11769
Pauline Chand,Corporate,Connecticut,0.05,2016-04-03,19777,Not Specified,2,0.39,Office Supplies,Small Box,GBC Recycled Regency Composition Covers,Binders and Binder Accessories,-61.8815,East,2740,132.96,2016-04-05,Regular Air,10.29,59.78,06439
Duane Huffman,Small Business,Delaware,0.08,2016-04-03,33477,High,28,0.37,Office Supplies,Small Box,Avery 503,Labels,113.63,East,4697,269.28,2016-04-05,Regular Air,0.99,10.35,19810
Pauline Chand,Corporate,Connecticut,0.04,2016-04-03,19777,Not Specified,24,0.6,Technology,Small Box,300 Series Non-Flip,Telephones and Communication,562.914,East,2741,3268.7515,2016-04-05,Regular Air,8.08,155.99,06439
John Murray,Small Business,New York,0,2016-04-03,27750,Low,12,0.61,Furniture,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Bookcases,-212.01,East,3888,769.17,2016-04-07,Delivery Truck,36.61,58.14,11769
Matthew Grinstein,Small Business,New York,0,2016-04-04,27780,Critical,39,0.83,Office Supplies,Wrap Bag,"*Staples* vLetter Openers, 2/Pack","Scissors, Rulers and Trimmers",-30.25,East,3893,147.71,2016-04-04,Regular Air,1.32,3.68,00544
Matthew Grinstein,Small Business,New York,0.02,2016-04-04,27780,Critical,18,0.37,Office Supplies,Small Box,Avery 481,Labels,11.92,East,3894,56.41,2016-04-05,Regular Air,0.99,3.08,00544
Matthew Grinstein,Small Business,New York,0.05,2016-04-04,27780,Critical,39,0.44,Technology,Small Pack,"Memorex 80 Minute CD-R Spindle, 100/Pack",Computer Peripherals,670.11,East,3895,1678.34,2016-04-05,Regular Air,1.99,43.98,00544
Sheri Gordon,Corporate,Nebraska,0.1,2016-04-04,612,Medium,50,0.4,Office Supplies,Small Box,Xerox 1928,Paper,-166.29,Central,95,262.87,2016-04-06,Regular Air,6.26,5.28,68155
Sheri Gordon,Corporate,Nebraska,0.01,2016-04-04,612,Medium,43,0.55,Technology,Small Box,6190,Telephones and Communication,881.676,Central,96,2531.0875,2016-04-06,Regular Air,2.5,65.99,68155
Grant Carroll,Small Business,Mass,0.08,2016-04-05,2275,Not Specified,49,0.56,Office Supplies,Wrap Bag,Col-Erase® Pencils with Erasers,Pens & Art Supplies,41.67,East,330,278,2016-04-06,Regular Air,1.17,6.08,02139
Lisa Hazard,Home Office,New York,0,2016-04-05,11168,Critical,35,0.47,Furniture,Small Pack,Magna Visual Magnetic Picture Hangers,Office Furnishings,-106.27,East,1545,182.86,2016-04-07,Regular Air,5.72,4.82,14925
Debra Catini,Small Business,Colorado,0,2016-04-05,8065,Medium,17,0.64,Furniture,Medium Box,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Office Furnishings,379.28,West,1099,1125.76,2016-04-07,Regular Air,12.23,60.65,80728
Damala Kotsonis,Corporate,Maryland,0.04,2016-04-06,31845,Low,36,0.57,Office Supplies,Jumbo Drum,Avanti 1.7 Cu. Ft. Refrigerator,Appliances,807.29,South,4467,3645.12,2016-04-06,Delivery Truck,15.66,100.98,21230
Philip Brown,Home Office,Utah,0.07,2016-04-06,55716,High,9,0.81,Office Supplies,Medium Box,High Speed Automatic Electric Letter Opener,"Scissors, Rulers and Trimmers",-767.51,West,7788,14665.55,2016-04-07,Regular Air,24.49,1637.53,84415
Jill Matthias,Consumer,Maryland,0.08,2016-04-06,54180,Critical,43,0.59,Office Supplies,Small Pack,Boston 1730 StandUp Electric Pencil Sharpener,Pens & Art Supplies,-57.75,South,7575,913.99,2016-04-08,Regular Air,8.99,21.38,21022
Damala Kotsonis,Corporate,Maryland,0.05,2016-04-06,31845,Low,11,0.39,Office Supplies,Wrap Bag,Riverleaf Stik-Withit® Designer Note Cubes®,Paper,28.61,South,4468,114.55,2016-04-13,Regular Air,2.06,10.06,21230
Steve Nguyen,Consumer,Maryland,0,2016-04-07,35712,High,24,0.4,Office Supplies,Small Box,Xerox 1963,Paper,-122.21,South,5007,134.88,2016-04-07,Regular Air,8.16,5.28,21230
Patrick Ryan,Corporate,North Carolina,0.04,2016-04-07,2630,Low,31,0.36,Office Supplies,Wrap Bag,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Paper,37.14,South,380,146.51,2016-04-07,Regular Air,1.52,4.73,28909
Logan Haushalter,Corporate,Nebraska,0.07,2016-04-07,3559,Medium,34,0.36,Office Supplies,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Binders and Binder Accessories,-117.921,Central,520,136.67,2016-04-08,Express Air,5.44,3.81,68770
Juliana Krohn,Corporate,Utah,0.03,2016-04-07,47522,High,5,0.38,Office Supplies,Small Box,"#10 White Business Envelopes,4 1/8 x 9 1/2",Envelopes,12.5,West,6679,80.56,2016-04-08,Regular Air,1.39,15.67,84631
Steve Nguyen,Consumer,Maryland,0.1,2016-04-07,35712,High,42,0.46,Technology,Small Box,Gyration Ultra Cordless Optical Suite,Computer Peripherals,1174.02,South,5008,3931.17,2016-04-08,Regular Air,7.18,100.97,21230
Beth Thompson,Corporate,Mass,0.09,2016-04-07,14372,Critical,34,0.69,Furniture,Jumbo Box,"Sauder Facets Collection Library, Sky Alder Finish",Bookcases,-1059.2,East,2013,5350.61,2016-04-09,Delivery Truck,60.49,170.98,02054
Benjamin Patterson,Corporate,Arizona,0.01,2016-04-07,48902,Medium,7,0.37,Office Supplies,Small Box,Xerox 220,Paper,-28.88,West,6864,53.29,2016-04-09,Regular Air,7.49,6.48,85301
Jack O'Briant,Small Business,New Jersey,0.07,2016-04-08,30976,High,10,0.42,Technology,Small Pack,"TDK 4.7GB DVD-R Spindle, 15/Pack",Computer Peripherals,48.03,East,4348,403.88,2016-04-08,Regular Air,1.99,40.97,08823
Christine Abelman,Corporate,Wisconsin,0.01,2016-04-08,5378,Critical,6,0.6,Furniture,Small Box,Eldon Expressions Mahogany Wood Desk Collection,Office Furnishings,-11.98,Central,749,54.28,2016-04-10,Express Air,5.22,6.24,53006
Odella Nelson,Small Business,Washington,0.01,2016-04-08,53445,High,8,0.59,Office Supplies,Small Pack,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Pens & Art Supplies,-44.33,West,7487,105.95,2016-04-10,Regular Air,8.99,11.66,98001
Odella Nelson,Small Business,Washington,0.02,2016-04-08,53445,High,21,0.4,Office Supplies,Wrap Bag,Acco® Hot Clips™ Clips to Go,Rubber Bands,11.23,West,7488,73.8,2016-04-10,Regular Air,1.35,3.29,98001
Quincy Jones,Home Office,Alabama,0.1,2016-04-09,56224,Medium,46,0.4,Office Supplies,Wrap Bag,"Staples Vinyl Coated Paper Clips, 800/Box",Rubber Bands,48.59,South,7861,339.27,2016-04-09,Regular Air,2.82,7.89,36276
Quincy Jones,Home Office,Alabama,0.04,2016-04-09,56224,Medium,9,0.63,Furniture,Jumbo Box,Bevis 36 x 72 Conference Tables,Tables,-170.28,South,7863,902.024,2016-04-10,Delivery Truck,51.94,124.49,36276
Quincy Jones,Home Office,Alabama,0.01,2016-04-09,56224,Medium,32,0.57,Furniture,Jumbo Drum,Bevis Steel Folding Chairs,Chairs & Chairmats,-1115.99,South,7862,3205.24,2016-04-10,Delivery Truck,74.35,95.95,36276
Ricardo Emerson,Corporate,Arizona,0.06,2016-04-09,17831,Critical,34,0.37,Furniture,Small Pack,G.E. Halogen Desk Lamp Bulbs,Office Furnishings,41.31,West,2453,239.3,2016-04-10,Regular Air,2.83,6.98,85071
Dave Kipp,Consumer,Michigan,0.08,2016-04-09,56676,Critical,39,0.4,Office Supplies,Small Box,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Paper,-107.2,Central,7931,206.47,2016-04-10,Regular Air,5.66,5.28,49877
Giulietta Baptist,Home Office,Michigan,0.06,2016-04-09,3521,Low,50,0.56,Office Supplies,Wrap Bag,Newell 336,Pens & Art Supplies,28.71,Central,510,204.11,2016-04-11,Regular Air,0.94,4.28,49822
Quincy Jones,Home Office,Alabama,0.01,2016-04-09,56224,Medium,35,0.36,Office Supplies,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Binders and Binder Accessories,-117.2655,South,7864,144.06,2016-04-11,Regular Air,5.44,3.81,36276
Anthony Rawles,Small Business,Illinois,0,2016-04-09,57861,Medium,40,0.36,Office Supplies,Small Box,Avery Durable Binders,Binders and Binder Accessories,11.322,Central,8107,120.15,2016-04-11,Regular Air,1.49,2.88,62999
Ricardo Emerson,Corporate,Arizona,0,2016-04-09,17831,Critical,38,0.4,Office Supplies,Small Box,Xerox 1947,Paper,-45.75,West,2454,260.41,2016-04-12,Express Air,5.35,5.98,85071
Katherine Hughes,Consumer,Idaho,0,2016-04-10,16197,Critical,23,0.4,Office Supplies,Wrap Bag,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Paper,67.23,West,2251,218.71,2016-04-10,Express Air,2.15,9.11,83877
Jennifer Jackson,Home Office,New Jersey,0.05,2016-04-10,55171,High,43,0.36,Office Supplies,Small Box,Xerox 196,Paper,-182.71,East,7695,260.6,2016-04-10,Regular Air,7.96,5.78,07514
Katherine Hughes,Consumer,Idaho,0.08,2016-04-10,16197,Critical,19,0.4,Office Supplies,Small Box,Xerox 1972,Paper,-58.16,West,2252,103.68,2016-04-11,Regular Air,5.85,5.28,83877
Jennifer Jackson,Home Office,New Jersey,0.06,2016-04-10,55171,High,29,0.68,Technology,Small Box,Belkin 105-Key Black Keyboard,Computer Peripherals,-14.04,East,7696,575.89,2016-04-11,Regular Air,4,19.98,07514
Jim Karlsson,Small Business,Nebraska,0.03,2016-04-10,32871,High,14,0.56,Technology,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,179.05,Central,4618,2151.08,2016-04-12,Delivery Truck,17.85,145.45,68016
Jim Karlsson,Small Business,Nebraska,0.04,2016-04-10,32871,High,9,0.64,Technology,Small Box,Micro Innovations 104 Keyboard,Computer Peripherals,-57.65,Central,4617,107.92,2016-04-12,Regular Air,6.5,10.97,68016
Jim Karlsson,Small Business,Nebraska,0,2016-04-10,32871,High,42,0.77,Technology,Small Box,Microsoft Internet Keyboard,Computer Peripherals,9.72,Central,4619,939.77,2016-04-13,Express Air,4,20.97,68016
Gary Zandusky,Home Office,Virginia,0.06,2016-04-10,39269,Low,16,0.36,Technology,Small Pack,Accessory1,Telephones and Communication,107.505,South,5547,464.695,2016-04-17,Regular Air,2.5,35.99,24157
Darren Budd,Home Office,Texas,0.03,2016-04-11,17700,Critical,20,0.84,Office Supplies,Large Box,SAFCO Boltless Steel Shelving,Storage & Organization,-530.68,Central,2439,2305.75,2016-04-12,Regular Air,35,113.64,73301
Clay Cheatham,Small Business,Wisconsin,0.07,2016-04-11,16132,Medium,26,0.36,Office Supplies,Small Box,Acco D-Ring Binder w/DublLock®,Binders and Binder Accessories,169.439,Central,2232,519.96,2016-04-12,Regular Air,2.99,21.38,53006
Quincy Jones,Corporate,Alabama,0.1,2016-04-11,18918,Not Specified,7,0.36,Technology,Medium Box,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Office Machines,-254.92,South,2617,6362.94,2016-04-12,Regular Air,13.99,999.99,36276
Frank Atkinson,Corporate,Georgia,0.01,2016-04-11,51556,High,10,0.59,Office Supplies,Small Pack,Barrel Sharpener,Pens & Art Supplies,-24.21,South,7229,45.69,2016-04-13,Express Air,4.17,3.57,30002
Janet Martin,Corporate,Maryland,0.01,2016-04-11,23395,Medium,31,0.54,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,376.47,South,3272,1296.46,2016-04-13,Regular Air,1.99,39.48,21794
Ritsa Hightower,Corporate,Connecticut,0.08,2016-04-11,1345,Low,24,0.62,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,-120.85,East,205,2443.85,2016-04-15,Delivery Truck,35.84,100.98,06817
Darren Koutras,Consumer,New York,0,2016-04-12,8289,Low,38,0.38,Office Supplies,Small Box,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders and Binder Accessories,53.312,East,1133,572.74,2016-04-12,Regular Air,7.17,14.45,14709
Lindsay Shagiari,Home Office,Maryland,0.1,2016-04-12,21634,Not Specified,8,0.58,Office Supplies,Jumbo Drum,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Appliances,-314.61,South,3001,1611.73,2016-04-13,Delivery Truck,68.02,208.16,20601
Paul Knutson,Corporate,Texas,0.07,2016-04-12,41504,Critical,20,0.6,Office Supplies,Small Box,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Storage & Organization,-30.2,Central,5848,302.94,2016-04-14,Regular Air,5.8,15.51,76901
Alan Shonely,Small Business,Colorado,0.02,2016-04-12,23428,High,41,0.39,Office Supplies,Small Box,Xerox 1991,Paper,234.68,West,3280,980.95,2016-04-14,Regular Air,8.18,22.84,80230
Ben Peterman,Corporate,Connecticut,0.01,2016-04-12,38912,Low,46,0.79,Technology,Small Box,Adesso Programmable 142-Key Keyboard,Computer Peripherals,608.9,East,5477,6943.94,2016-04-14,Regular Air,4,152.48,06439
Matthew Grinstein,Small Business,New York,0.1,2016-04-12,43104,High,50,0.37,Technology,Jumbo Drum,Hewlett-Packard Deskjet 3820 Color Inkjet Printer,Office Machines,1676.7,East,6081,4648.52,2016-04-15,Delivery Truck,14,100.97,00544
Lindsay Shagiari,Home Office,Maryland,0.07,2016-04-12,21634,Not Specified,1,0.38,Technology,Medium Box,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Office Machines,-4617.95,South,3002,1946.55,2016-04-15,Regular Air,13.99,1938.02,20601
Chad Sievert,Corporate,New Jersey,0.1,2016-04-12,9861,Low,47,0.55,Office Supplies,Small Pack,Boston 16701 Slimline Battery Pencil Sharpener,Pens & Art Supplies,6.6,East,1353,706.68,2016-04-16,Regular Air,5.45,15.94,08823
Ben Peterman,Corporate,Connecticut,0.02,2016-04-12,38912,Low,26,0.57,Technology,Small Box,T193,Telephones and Communication,310.185,East,5478,1514.9635,2016-04-19,Regular Air,4.99,65.99,06439
Cindy Chapman,Consumer,Arizona,0.05,2016-04-13,16864,Not Specified,42,0.63,Furniture,Jumbo Box,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Tables,1881.76,West,2342,12837.11,2016-04-13,Delivery Truck,43.57,320.64,85338
Duane Benoit,Home Office,New York,0.09,2016-04-13,47971,High,24,0.41,Furniture,Small Box,"Eldon® 300 Class™ Desk Accessories, Black",Office Furnishings,-53.06,East,6738,113.43,2016-04-14,Regular Air,5.32,4.95,00501
Carlos Soltero,Small Business,Michigan,0.04,2016-04-13,26116,Critical,36,0.37,Office Supplies,Small Box,Computer Printout Paper with Letter-Trim Perforations,Paper,81.71,Central,3649,697.41,2016-04-14,Regular Air,9.03,18.97,49822
Barry Gonzalez,Consumer,Nebraska,0.04,2016-04-13,40672,Low,16,0.62,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,-159.21,Central,5730,1617.91,2016-04-15,Delivery Truck,35.84,100.98,69141
Jeremy Ellison,Small Business,Utah,0.04,2016-04-13,18531,Critical,50,0.6,Furniture,Jumbo Drum,"Global Stack Chair without Arms, Black",Chairs & Chairmats,-250.55,West,2565,1298.81,2016-04-15,Delivery Truck,14.36,25.98,84415
Pamela Stobb,Consumer,Nebraska,0.02,2016-04-13,3014,Not Specified,13,0.4,Office Supplies,Small Box,Ibico Hi-Tech Manual Binding System,Binders and Binder Accessories,1314.389,Central,446,4002.14,2016-04-15,Regular Air,19.99,304.99,69367
Harold Ryan,Home Office,Connecticut,0.05,2016-04-13,41378,Not Specified,42,0.5,Technology,Small Pack,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Computer Peripherals,433.34,East,5831,1264.17,2016-04-15,Regular Air,1.99,29.89,06928
Harold Ryan,Home Office,Connecticut,0.03,2016-04-13,41378,Not Specified,30,0.69,Furniture,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,446.26,East,5832,5454.51,2016-04-16,Delivery Truck,30,180.98,06928
Helen Andreada,Corporate,Colorado,0.01,2016-04-14,15872,Not Specified,48,0.57,Office Supplies,Jumbo Drum,Avanti 1.7 Cu. Ft. Refrigerator,Appliances,1481.67,West,2199,5198.12,2016-04-14,Delivery Truck,15.66,100.98,81653
Amy Hunt,Small Business,Texas,0.07,2016-04-14,43653,High,3,0.4,Office Supplies,Wrap Bag,Acco® Hot Clips™ Clips to Go,Rubber Bands,-3.96,Central,6162,10.62,2016-04-14,Regular Air,1.35,3.29,73301
Amy Hunt,Small Business,Texas,0,2016-04-14,43653,High,39,0.56,Office Supplies,Small Pack,Acme Galleria® Hot Forged Steel Scissors with Colored Handles,"Scissors, Rulers and Trimmers",2.02,Central,6163,666.4,2016-04-15,Express Air,7.42,15.73,73301
Helen Andreada,Corporate,Colorado,0.1,2016-04-14,15872,Not Specified,19,0.36,Office Supplies,Small Box,Xerox 1893,Paper,23.94,West,2200,718.41,2016-04-15,Regular Air,17.48,40.99,81653
Denny Ordway,Small Business,Washington,0,2016-04-14,17510,Critical,28,0.38,Office Supplies,Small Box,Park Ridge™ Embossed Executive Business Envelopes,Envelopes,226.4,West,2414,462.12,2016-04-15,Regular Air,1.39,15.57,98390
Sanjit Chand,Home Office,Michigan,0,2016-04-14,53536,High,5,0.71,Furniture,Jumbo Box,Bevis Round Conference Room Tables and Bases,Tables,-260.66,Central,7502,1015.4,2016-04-16,Delivery Truck,56.2,179.29,49634
Sanjit Chand,Home Office,Michigan,0.1,2016-04-14,53536,High,35,0.51,Furniture,Small Box,"Seth Thomas 12"" Clock w/ Goldtone Case",Office Furnishings,109.16,Central,7503,738.69,2016-04-16,Regular Air,7.58,22.98,49634
Carlos Soltero,Consumer,Michigan,0.1,2016-04-14,30499,High,16,0.36,Office Supplies,Small Box,Wausau Papers Astrobrights® Colored Envelopes,Envelopes,5.66,Central,4282,92.06,2016-04-16,Regular Air,2.5,5.98,49822
Carlos Soltero,Consumer,Michigan,0.01,2016-04-14,30499,High,33,0.55,Office Supplies,Wrap Bag,Newell 312,Pens & Art Supplies,42.34,Central,4283,199.62,2016-04-16,Regular Air,1.2,5.84,49822
Ivan Liston,Consumer,Maryland,0.01,2016-04-14,17061,Critical,28,0.56,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,10.01,South,2361,80.53,2016-04-16,Regular Air,0.7,2.88,21230
Helen Andreada,Corporate,Colorado,0,2016-04-14,15872,Not Specified,23,0.38,Office Supplies,Small Box,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Paper,-27.49,West,2201,188.53,2016-04-16,Regular Air,5.96,7.35,81653
Amy Hunt,Small Business,Texas,0.06,2016-04-14,43653,High,10,0.57,Office Supplies,Small Box,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Storage & Organization,1.45,Central,6164,351.3,2016-04-16,Regular Air,8.22,34.76,73301
Brendan Murry,Corporate,Maryland,0.05,2016-04-14,26306,Low,39,0.75,Furniture,Jumbo Box,O'Sullivan Living Dimensions 3-Shelf Bookcases,Bookcases,-737.41,South,3675,7725.66,2016-04-18,Delivery Truck,55.96,200.98,21290
Erica Hernandez,Small Business,Georgia,0.09,2016-04-14,48706,Low,28,0.38,Office Supplies,Wrap Bag,OIC Thumb-Tacks,Rubber Bands,-2.81,South,6839,31.2,2016-04-18,Regular Air,0.7,1.14,31811
Brendan Murry,Corporate,Maryland,0,2016-04-14,26306,Low,15,0.79,Furniture,Large Box,Hon 2111 Invitation™ Series Corner Table,Tables,-515.85,South,3676,2567.64,2016-04-19,Regular Air,69,209.37,21290
